"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasFirePlaces","has2ndFloor","GrupoPrecio"
"351",351,"1_story_PUD_1946_","RL",68,7820,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,"1990_","1990_","Hip","CompShg","MetalSd","MetalSd","BrkFace",362,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1869,1869,"GasA","Ex","Y","SBrkr",1869,0,0,1869,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2007,"RFn",2,617,"TA","TA","Y",210,54,0,0,0,0,"NA","NA","NA",0,"12","2007","New","Partial",318061,3738,2,264,"FALSE","FALSE",TRUE,"Normal"
"352",352,"1_story_PUD_1946_","RL",NA,5271,"Pave","NA","IR1","Low","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",7,5,"1980_1990","1980_1990","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","Gd","Unf",1082,"Unf",0,371,1453,"GasA","Gd","Y","SBrkr",1453,0,0,1453,1,0,1,1,2,1,"Gd",6,"Typ",1,"TA","Attchd",1986,"RFn",2,445,"TA","TA","Y",0,80,0,0,184,0,"NA","NA","NA",0,"12","2006","WD","Abnorml",190000,2906,2.5,264,"FALSE","FALSE",TRUE,"Barato"
"353",353,"1_5 story_fin","RL",60,9084,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","1.5Fin",5,6,"1940_1950","1940_1950","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","Mn","Rec",236,"Rec",380,0,616,"GasA","TA","N","SBrkr",616,495,0,1111,0,1,1,0,3,1,"TA",5,"Typ",0,"NA","Detchd",1941,"Unf",1,200,"TA","Fa","Y",48,0,0,0,0,0,"NA","NA","NA",0,"3","2008","ConLw","Normal",95000,1727,1.5,48,"FALSE","FALSE",TRUE,"Barato"
"354",354,"1_story_1945_","RM",60,8520,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,8,"1920_1930","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,624,624,"GasA","Gd","Y","SBrkr",720,0,0,720,0,0,1,0,2,1,"TA",5,"Typ",0,"NA","Detchd",2005,"Unf",2,484,"TA","TA","Y",106,0,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",105900,1344,1,106,"FALSE","FALSE",TRUE,"Barato"
"355",355,"1_5 story_fin","RL",60,8400,"Pave","NA","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,"1930_1940","1990_","Gable","CompShg","Wd Sdng","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",388,"Unf",0,552,940,"GasA","Ex","Y","SBrkr",1192,403,0,1595,0,0,1,0,2,1,"TA",6,"Typ",2,"Gd","Attchd",1940,"Unf",1,240,"TA","TA","Y",0,0,108,0,0,0,"NA","NA","NA",0,"6","2006","WD","Normal",140000,2535,1,108,"FALSE","FALSE",TRUE,"Barato"
"356",356,"1_story_1946_","RL",105,11249,"Pave","NA","IR2","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",6,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","Gd","No","BLQ",334,"BLQ",544,322,1200,"GasA","Ex","Y","SBrkr",1200,0,0,1200,1,0,2,0,3,1,"Gd",6,"Typ",0,"NA","Attchd",1995,"RFn",2,521,"TA","TA","Y",0,26,0,0,0,0,"NA","NA","NA",0,"8","2007","WD","Normal",177500,2400,3,26,"FALSE","FALSE",TRUE,"Barato"
"357",357,"1_story_1946_","RL",NA,9248,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",6,6,"1990_","1990_","Gable","CompShg","HdBoard","HdBoard","BrkFace",106,"TA","TA","PConc","Gd","TA","No","Unf",560,"Unf",0,598,1158,"GasA","Gd","Y","SBrkr",1167,0,0,1167,1,0,2,0,3,1,"Gd",6,"Typ",0,"NA","Attchd",1992,"RFn",2,400,"TA","TA","Y",120,26,0,0,0,0,"NA","NA","NA",0,"7","2009","WD","Normal",173000,2325,3,146,"FALSE","FALSE",TRUE,"Barato"
"358",358,"1_story_PUD_1946_","RM",44,4224,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,5,"1970_1980","1970_1980","Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",874,"Unf",0,268,1142,"GasA","TA","Y","SBrkr",1142,0,0,1142,1,0,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd",1976,"Fin",2,528,"TA","TA","Y",536,90,0,0,0,0,"NA","MnPrv","NA",0,"8","2007","WD","Normal",134000,2284,2.5,626,"FALSE","FALSE",TRUE,"Barato"
"359",359,"split_multi_level","RL",92,6930,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",5,4,"1950_1960","1950_1960","Hip","CompShg","Wd Sdng","ImStucc","BrkFace",120,"TA","TA","CBlock","TA","TA","Av","Rec",300,"Rec",294,468,1062,"GasA","Ex","Y","FuseF",1352,0,0,1352,0,1,1,0,3,1,"Gd",6,"Min2",0,"NA","BuiltIn",1958,"Unf",1,288,"TA","TA","Y",168,0,294,0,0,0,"NA","NA","NA",0,"7","2006","WD","Abnorml",130000,2414,1.5,462,"FALSE","FALSE",TRUE,"Barato"
"360",360,"2_story_1946_","RL",78,12011,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",530,"Gd","TA","PConc","Gd","TA","Av","Unf",956,"Unf",0,130,1086,"GasA","Ex","Y","SBrkr",1086,838,0,1924,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1998,"RFn",2,592,"TA","TA","Y",208,75,0,0,374,0,"NA","NA","NA",0,"6","2006","WD","Normal",280000,3010,3.5,657,"FALSE","FALSE",TRUE,"Normal"
"361",361,"split_foyer","RL",NA,7540,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",6,6,"1970_1980","1970_1980","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Av","Unf",773,"Unf",0,115,888,"GasA","Ex","Y","SBrkr",912,0,0,912,1,0,1,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1978,"RFn",2,470,"TA","TA","Y",0,0,0,0,192,0,"NA","MnPrv","NA",0,"6","2007","WD","Normal",156000,1800,2,192,"FALSE","FALSE",TRUE,"Barato"
"362",362,"1_5 story_fin","RL",NA,9144,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,"1930_1940","1980_1990","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",399,"Unf",0,484,883,"GasA","Gd","Y","SBrkr",988,517,0,1505,1,0,1,0,3,1,"TA",8,"Typ",0,"NA","Detchd",1940,"Unf",1,240,"TA","TA","N",0,0,0,0,0,0,"NA","NA","NA",0,"7","2008","WD","Normal",145000,2388,2,0,"FALSE","FALSE",TRUE,"Barato"
"363",363,"split_foyer","RL",64,7301,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","SFoyer",7,5,"1990_","1990_","Gable","CompShg","HdBoard","HdBoard","BrkFace",500,"Gd","TA","Slab","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","Ex","Y","SBrkr",495,1427,0,1922,0,0,3,0,4,1,"Gd",7,"Typ",1,"Ex","BuiltIn",2003,"RFn",2,672,"TA","TA","Y",0,0,177,0,0,0,"NA","NA","NA",0,"7","2009","ConLD","Normal",198500,1922,3,177,"FALSE","FALSE",TRUE,"Barato"
"364",364,"2_story_PUD_1946","RM",21,1680,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,8,"1970_1980","1990_","Gable","CompShg","HdBoard","HdBoard","BrkFace",510,"TA","TA","CBlock","TA","TA","No","Unf",162,"Unf",0,321,483,"GasA","Gd","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"Gd",5,"Typ",0,"NA","Detchd",1972,"Unf",1,264,"TA","TA","Y",250,0,0,0,0,0,"NA","NA","NA",0,"5","2009","WD","Normal",118000,1470,1.5,250,"FALSE","FALSE",TRUE,"Barato"
"365",365,"2_story_1946_","RL",NA,18800,"Pave","NA","IR1","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,"1970_1980","1970_1980","Gable","CompShg","HdBoard","HdBoard","BrkFace",120,"TA","TA","PConc","Gd","TA","Mn","Unf",712,"Unf",0,84,796,"GasA","TA","Y","SBrkr",790,784,0,1574,1,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1976,"Fin",2,566,"TA","TA","Y",306,111,0,0,0,0,"NA","NA","NA",0,"7","2006","WD","Normal",190000,2370,3.5,417,"FALSE","FALSE",TRUE,"Barato"
"366",366,"2_story_1945_","RM",59,10690,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,7,"1910_1920","1990_","Hip","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","Fa","No","Unf",456,"Unf",0,216,672,"GasA","Gd","Y","FuseA",672,672,0,1344,0,0,1,0,3,1,"TA",6,"Typ",0,"NA","Detchd",1964,"Unf",1,468,"TA","Fa","Y",0,128,218,0,0,0,"NA","NA","NA",0,"7","2009","WD","Normal",147000,2016,1,346,"FALSE","FALSE",TRUE,"Barato"
"367",367,"1_story_1946_","RL",NA,9500,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"1960_1970","1960_1970","Gable","CompShg","Plywood","Plywood","BrkFace",247,"TA","TA","CBlock","Gd","TA","No","Unf",609,"Unf",0,785,1394,"GasA","Gd","Y","SBrkr",1394,0,0,1394,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",1963,"RFn",2,514,"TA","TA","Y",0,76,0,0,185,0,"NA","NA","NA",0,"7","2009","WD","Normal",159000,2788,2.5,261,"FALSE","FALSE",TRUE,"Barato"
"368",368,"split_multi_level","RL",101,9150,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,5,"1960_1970","1960_1970","Gable","Tar&Grv","Plywood","Plywood","BrkFace",305,"TA","TA","CBlock","Gd","TA","Gd","Unf",371,"Unf",0,728,1099,"GasA","Gd","Y","SBrkr",1431,0,0,1431,0,1,1,0,3,1,"TA",6,"Typ",1,"Gd","Basment",1962,"RFn",1,296,"TA","TA","Y",64,110,0,0,0,0,"NA","NA","NA",0,"12","2008","WD","Normal",165000,2530,1.5,174,"FALSE","FALSE",TRUE,"Barato"
"369",369,"1_story_1946_","RL",78,7800,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1950_1960","Gable","CompShg","HdBoard","HdBoard","BrkFace",200,"TA","TA","PConc","TA","TA","No","Unf",540,"Unf",0,728,1268,"GasA","Gd","Y","SBrkr",1268,0,0,1268,0,0,1,0,2,1,"TA",7,"Typ",1,"Gd","Attchd",1954,"Fin",1,244,"TA","TA","Y",0,98,0,0,0,0,"NA","NA","NA",0,"3","2010","WD","Normal",132000,2536,1,98,"FALSE","FALSE",TRUE,"Barato"
"370",370,"1_story_1946_","RL",NA,9830,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"1950_1960","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",72,"Rec",258,733,1063,"GasA","Ex","Y","SBrkr",1287,0,0,1287,1,0,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1997,"Fin",2,576,"TA","TA","Y",364,17,0,0,182,0,"NA","NA","NA",0,"3","2010","WD","Normal",162000,2350,2,563,"FALSE","FALSE",TRUE,"Barato"
"371",371,"2_story_1946_","RL",NA,8121,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,953,953,"GasA","Ex","Y","SBrkr",953,711,0,1664,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2000,"RFn",2,460,"TA","TA","Y",100,40,0,0,0,0,"NA","NA","NA",0,"1","2006","WD","Normal",172400,2617,2.5,140,"FALSE","FALSE",TRUE,"Barato"
"372",372,"1_5 story_fin","RL",80,17120,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Feedr","Norm","1Fam","1.5Fin",4,4,"1950_1960","1950_1960","Gable","CompShg","WdShing","Plywood","None",0,"TA","TA","CBlock","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","TA","Y","SBrkr",1120,468,0,1588,0,0,2,0,4,1,"TA",7,"Min2",1,"Gd","Detchd",1991,"Fin",2,680,"TA","TA","N",0,59,0,0,0,0,"NA","NA","NA",0,"7","2008","WD","Normal",134432,1588,2,59,"FALSE","FALSE",TRUE,"Barato"
"373",373,"1_story_PUD_1946_","RL",50,7175,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,"1980_1990","1980_1990","Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","LwQ",623,"LwQ",121,0,744,"GasA","TA","Y","SBrkr",752,0,0,752,1,0,1,0,2,1,"TA",4,"Typ",0,"NA","Attchd",1984,"Unf",1,264,"TA","TA","Y",353,0,0,0,90,0,"NA","MnPrv","NA",0,"2","2010","WD","Normal",125000,1496,2,443,"FALSE","FALSE",TRUE,"Barato"
"374",374,"1_story_1946_","RL",79,10634,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1950_1960","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","LwQ",428,"LwQ",180,0,608,"GasA","TA","Y","SBrkr",1319,0,0,1319,1,0,1,0,3,1,"TA",5,"Min2",0,"NA","Attchd",1953,"Unf",1,270,"TA","TA","Y",66,0,0,0,0,0,"NA","GdWo","NA",0,"11","2009","WD","Normal",123000,1927,2,66,"FALSE","FALSE",TRUE,"Barato"
"375",375,"2_story_1946_","RL",65,8200,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,847,847,"GasA","Ex","Y","SBrkr",847,1081,0,1928,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,434,"TA","TA","Y",100,48,0,0,0,0,"NA","NA","NA",0,"7","2007","WD","Normal",219500,2775,2.5,148,"FALSE","FALSE",TRUE,"Barato"
"376",376,"1_story_1945_","RL",NA,10020,"Pave","NA","IR1","Low","AllPub","Inside","Sev","Edwards","Norm","Norm","1Fam","1Story",1,1,"1920_1930","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","Fa","BrkTil","Fa","Po","Gd","Unf",350,"Unf",0,333,683,"GasA","Gd","N","FuseA",904,0,0,904,1,0,0,1,1,1,"Fa",4,"Maj1",0,"NA","NA",1966,"NA",0,0,"NA","NA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"3","2009","WD","Normal",61000,1587,1.5,0,"FALSE","FALSE",TRUE,"Barato"
"377",377,"split_foyer","RL",57,8846,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","SFoyer",5,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",298,"Unf",0,572,870,"GasA","Ex","Y","SBrkr",914,0,0,914,0,0,1,0,2,1,"TA",5,"Typ",0,"NA","Detchd",1998,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"7","2006","WD","Normal",148000,1784,1,0,"FALSE","FALSE",TRUE,"Barato"
"378",378,"2_story_1946_","FV",102,11143,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1580,1580,"GasA","Ex","Y","SBrkr",1580,886,0,2466,0,0,3,0,4,1,"Gd",8,"Typ",1,"Gd","Attchd",2004,"RFn",2,610,"TA","TA","Y",159,214,0,0,0,0,"NA","NA","NA",0,"12","2007","WD","Normal",340000,4046,3,373,"FALSE","FALSE",TRUE,"Normal"
"379",379,"1_story_1946_","RL",88,11394,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","StoneBr","Norm","Norm","1Fam","1Story",9,2,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","Stone",350,"Gd","TA","PConc","Ex","TA","Av","Unf",1445,"Unf",0,411,1856,"GasA","Ex","Y","SBrkr",1856,0,0,1856,1,0,1,1,1,1,"Ex",8,"Typ",1,"Ex","Attchd",2010,"Fin",3,834,"TA","TA","Y",113,0,0,0,0,0,"NA","NA","NA",0,"6","2010","New","Partial",394432,3712,2.5,113,"FALSE","FALSE",TRUE,"Normal"
"380",380,"2_story_1946_","RL",60,8123,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,982,982,"GasA","Ex","Y","SBrkr",1007,793,0,1800,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2000,"Fin",2,463,"TA","TA","Y",100,63,0,0,0,0,"NA","NA","NA",0,"6","2009","WD","Normal",179000,2782,2.5,163,"FALSE","FALSE",TRUE,"Barato"
"381",381,"1_5 story_fin","RL",50,5000,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",5,6,"1920_1930","1940_1950","Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",218,"Unf",0,808,1026,"GasA","TA","Y","SBrkr",1026,665,0,1691,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Detchd",1924,"Unf",1,308,"TA","TA","Y",0,0,242,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",127000,2717,2,242,"FALSE","FALSE",TRUE,"Barato"
"382",382,"1_story_1946_","FV",60,7200,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","No","Unf",0,"Unf",0,1293,1293,"GasA","Ex","Y","SBrkr",1301,0,0,1301,1,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2006,"RFn",2,572,"TA","TA","Y",216,121,0,0,0,0,"NA","NA","NA",0,"8","2006","New","Partial",187750,2594,3,337,"FALSE","FALSE",TRUE,"Barato"
"383",383,"2_story_1946_","RL",79,9245,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,939,939,"GasA","Ex","Y","SBrkr",939,858,0,1797,0,0,2,1,3,1,"Gd",8,"Typ",0,"NA","Attchd",2006,"RFn",2,639,"TA","TA","Y",144,53,0,0,0,0,"NA","NA","NA",0,"4","2007","WD","Normal",213500,2736,2.5,197,"FALSE","FALSE",TRUE,"Barato"
"384",384,"1_5_story_unf","RH",60,9000,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1.5Unf",6,3,"1920_1930","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,784,784,"GasA","TA","N","FuseA",784,0,0,784,0,0,1,0,2,1,"TA",5,"Typ",0,"NA","Detchd",1950,"Unf",2,360,"Fa","Fa","N",0,0,91,0,0,0,"NA","NA","NA",0,"10","2009","WD","Normal",76000,1568,1,91,"FALSE","FALSE",TRUE,"Barato"
"385",385,"2_story_1946_","RL",NA,53107,"Pave","NA","IR2","Low","AllPub","Corner","Mod","ClearCr","Feedr","Norm","1Fam","2Story",6,5,"1990_","1990_","Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",985,"Unf",0,595,1580,"GasA","Ex","Y","SBrkr",1079,874,0,1953,1,0,2,1,3,1,"Gd",9,"Typ",2,"Fa","Attchd",1992,"Fin",2,501,"TA","TA","Y",216,231,0,0,0,0,"NA","NA","NA",0,"6","2007","WD","Normal",240000,3533,3.5,447,"FALSE","FALSE",TRUE,"Barato"
"386",386,"1_story_PUD_1946_","RL",43,3182,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"Gd","TA","PConc","Gd","TA","No","Unf",24,"Unf",0,1232,1256,"GasA","Ex","Y","SBrkr",1269,0,0,1269,0,0,2,0,2,1,"Gd",6,"Typ",1,"TA","Attchd",2004,"Fin",2,430,"TA","TA","Y",146,20,0,0,144,0,"NA","NA","NA",0,"4","2010","WD","Normal",192000,2525,2,310,"FALSE","FALSE",TRUE,"Barato"
"387",387,"1_5 story_fin","RL",58,8410,"Pave","NA","Reg","Lvl","AllPub","FR2","Gtl","Edwards","Feedr","Norm","1Fam","1.5Fin",5,3,"_1910","1990_","Gambrel","CompShg","Wd Sdng","VinylSd","None",0,"TA","Fa","PConc","TA","TA","No","Unf",0,"Unf",0,658,658,"GasA","TA","Y","SBrkr",658,526,0,1184,0,0,1,0,5,1,"TA",8,"Typ",0,"NA","NA",1966,"NA",0,0,"NA","NA","N",0,151,0,0,0,0,"NA","NA","NA",0,"5","2006","WD","AdjLand",81000,1842,1,151,"FALSE","FALSE",TRUE,"Barato"
"388",388,"split_multi_level","RL",72,7200,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,6,"1970_1980","1970_1980","Hip","CompShg","MetalSd","MetalSd","BrkFace",255,"TA","TA","CBlock","TA","TA","Av","Unf",631,"Unf",0,410,1041,"GasA","Ex","Y","SBrkr",1125,0,0,1125,1,0,1,0,3,1,"TA",6,"Typ",1,"Fa","Detchd",1977,"Unf",1,352,"TA","TA","Y",296,0,0,0,0,0,"NA","GdWo","NA",0,"10","2009","WD","Abnorml",125000,2166,2,296,"FALSE","FALSE",TRUE,"Barato"
"389",389,"1_story_1946_","RL",93,9382,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",125,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1468,1468,"GasA","Ex","Y","SBrkr",1479,0,0,1479,0,0,2,0,3,1,"Gd",6,"Typ",0,"NA","Attchd",1999,"RFn",2,577,"TA","TA","Y",120,25,0,0,0,0,"NA","NA","NA",0,"7","2008","WD","Normal",191000,2947,2,145,"FALSE","FALSE",TRUE,"Barato"
"390",390,"2_story_1946_","RL",96,12474,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",10,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",272,"Ex","TA","PConc","Ex","TA","Av","Unf",1280,"Unf",0,402,1682,"GasA","Ex","Y","SBrkr",1742,590,0,2332,1,0,2,1,3,1,"Ex",9,"Typ",1,"Ex","BuiltIn",2008,"Fin",3,846,"TA","TA","Y",196,134,0,0,0,0,"NA","NA","NA",0,"8","2008","New","Partial",426000,4014,3.5,330,"FALSE","FALSE",TRUE,"Normal"
"391",391,"1_5 story_fin","RL",50,8405,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,8,"_1910","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Gd","No","BLQ",241,"BLQ",391,229,861,"GasA","Ex","Y","SBrkr",961,406,0,1367,1,0,1,0,4,1,"TA",7,"Typ",0,"NA","Detchd",1978,"Unf",1,384,"TA","TA","Y",0,130,112,0,0,0,"NA","MnPrv","NA",0,"4","2008","WD","Normal",119000,2228,2,242,"FALSE","FALSE",TRUE,"Barato"
"392",392,"2_story_1946_","RL",71,12209,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","2Story",6,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Ex","TA","No","Unf",690,"Unf",0,114,804,"GasA","Ex","Y","SBrkr",804,1157,0,1961,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn",2001,"Fin",2,560,"TA","TA","Y",125,192,0,0,0,0,"NA","NA","NA",0,"6","2009","WD","Normal",215000,2765,3.5,317,"FALSE","FALSE",TRUE,"Barato"
